,accept_coupon,coupon,bar,coffee,carry-out,restaurant(<$20),restaurant($20-$50),expire_1d,is_male,below_21,bw_21to25,bw_26to30,bw_31to35,bw_36to40,bw_41to45,bw_46to49,above_50,single,unmarried_couple,married,divorce,widow,has_children,some_high_school,high_school,some_college,associates,bachelors,graduate,occupation,income,destination_home,destination_work,destination_not_urgent,passanger_alone,passanger_friz,passanger_kid,passanger_partner,is_rainy,is_snowy,is_sunny,is_freeze,is_cold,is_warm,t07AM,t10AM,t02PM,t06PM,t10PM,distance,direction_same
13,1,Bar,0.0,1.0,3.0,3.0,1.0,True,True,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Architecture & Engineering,74999.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,5.0,1
14,0,Restaurant(20-50),0.0,1.0,3.0,3.0,1.0,True,True,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Architecture & Engineering,74999.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,15.0,0
15,0,Coffee House,0.0,1.0,3.0,3.0,1.0,False,True,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Architecture & Engineering,74999.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,5.0,0
16,0,Coffee House,0.0,1.0,3.0,3.0,1.0,False,True,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Architecture & Engineering,74999.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,25.0,0
17,1,Bar,0.0,1.0,3.0,3.0,1.0,True,True,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Architecture & Engineering,74999.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,25.0,0
18,0,Restaurant(20-50),0.0,1.0,3.0,3.0,1.0,True,True,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Architecture & Engineering,74999.0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,15.0,0
19,1,Carry out & Take away,0.0,1.0,3.0,3.0,1.0,False,True,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Architecture & Engineering,74999.0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,5.0,1
20,1,Restaurant(<20),0.0,1.0,3.0,3.0,1.0,True,True,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Architecture & Engineering,74999.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,5.0,0
21,0,Coffee House,0.0,1.0,3.0,3.0,1.0,False,True,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Architecture & Engineering,74999.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,15.0,0
22,1,Restaurant(<20),0.0,3.0,2.0,2.0,0.0,True,True,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Student,24999.0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5.0,0
23,1,Coffee House,0.0,3.0,2.0,2.0,0.0,False,True,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Student,24999.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,5.0,0
24,0,Bar,0.0,3.0,2.0,2.0,0.0,True,True,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Student,24999.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,5.0,0
25,1,Carry out & Take away,0.0,3.0,2.0,2.0,0.0,False,True,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Student,24999.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,15.0,0
26,1,Coffee House,0.0,3.0,2.0,2.0,0.0,True,True,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Student,24999.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,5.0,0
27,1,Coffee House,0.0,3.0,2.0,2.0,0.0,False,True,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Student,24999.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,15.0,0
28,0,Coffee House,0.0,3.0,2.0,2.0,0.0,True,True,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Student,24999.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,15.0,0
29,1,Restaurant(<20),0.0,3.0,2.0,2.0,0.0,True,True,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Student,24999.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,15.0,0
30,0,Coffee House,0.0,3.0,2.0,2.0,0.0,False,True,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Student,24999.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,5.0,0
31,1,Restaurant(<20),0.0,3.0,2.0,2.0,0.0,False,True,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Student,24999.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,15.0,0
32,1,Coffee House,0.0,3.0,2.0,2.0,0.0,False,True,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Student,24999.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,5.0,0
33,1,Carry out & Take away,0.0,3.0,2.0,2.0,0.0,True,True,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Student,24999.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,15.0,0
34,1,Coffee House,0.0,3.0,2.0,2.0,0.0,False,True,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Student,24999.0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,5.0,0
35,0,Bar,0.0,3.0,2.0,2.0,0.0,True,True,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Student,24999.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,5.0,1
36,0,Restaurant(20-50),0.0,3.0,2.0,2.0,0.0,True,True,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Student,24999.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,15.0,0
37,0,Coffee House,0.0,3.0,2.0,2.0,0.0,False,True,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Student,24999.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,5.0,0
38,0,Coffee House,0.0,3.0,2.0,2.0,0.0,False,True,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Student,24999.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,25.0,0
39,0,Bar,0.0,3.0,2.0,2.0,0.0,True,True,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Student,24999.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,25.0,0
40,0,Restaurant(20-50),0.0,3.0,2.0,2.0,0.0,True,True,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Student,24999.0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,15.0,0
41,1,Carry out & Take away,0.0,3.0,2.0,2.0,0.0,False,True,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Student,24999.0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,5.0,1
42,0,Restaurant(<20),0.0,3.0,2.0,2.0,0.0,True,True,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Student,24999.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,5.0,0
43,0,Coffee House,0.0,3.0,2.0,2.0,0.0,False,True,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Student,24999.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,15.0,0
44,1,Restaurant(<20),1.0,2.0,2.0,2.0,1.0,True,True,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,Education&Training&Library,87499.0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5.0,0
45,1,Coffee House,1.0,2.0,2.0,2.0,1.0,False,True,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,Education&Training&Library,87499.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,5.0,0
46,1,Carry out & Take away,1.0,2.0,2.0,2.0,1.0,False,True,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,Education&Training&Library,87499.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,15.0,0
47,1,Coffee House,1.0,2.0,2.0,2.0,1.0,False,True,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,Education&Training&Library,87499.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,15.0,0
48,1,Coffee House,1.0,2.0,2.0,2.0,1.0,True,True,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,Education&Training&Library,87499.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,15.0,0
49,1,Restaurant(<20),1.0,2.0,2.0,2.0,1.0,False,True,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,Education&Training&Library,87499.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,15.0,0
50,1,Carry out & Take away,1.0,2.0,2.0,2.0,1.0,True,True,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,Education&Training&Library,87499.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,15.0,0
51,1,Restaurant(<20),1.0,2.0,2.0,2.0,1.0,False,True,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,Education&Training&Library,87499.0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,15.0,0
52,1,Carry out & Take away,1.0,2.0,2.0,2.0,1.0,False,True,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,Education&Training&Library,87499.0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,15.0,0
53,1,Bar,1.0,2.0,2.0,2.0,1.0,True,True,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,Education&Training&Library,87499.0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,15.0,0
54,1,Restaurant(<20),1.0,2.0,2.0,2.0,1.0,True,True,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,Education&Training&Library,87499.0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,5.0,0
55,1,Restaurant(<20),1.0,2.0,2.0,2.0,1.0,True,True,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,Education&Training&Library,87499.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,15.0,0
56,0,Coffee House,1.0,2.0,2.0,2.0,1.0,False,True,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,Education&Training&Library,87499.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,15.0,0
57,1,Bar,1.0,2.0,2.0,2.0,1.0,True,True,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,Education&Training&Library,87499.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,5.0,1
58,0,Restaurant(20-50),1.0,2.0,2.0,2.0,1.0,True,True,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,Education&Training&Library,87499.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,15.0,0
59,1,Coffee House,1.0,2.0,2.0,2.0,1.0,False,True,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,Education&Training&Library,87499.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,5.0,0
60,0,Coffee House,1.0,2.0,2.0,2.0,1.0,False,True,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,Education&Training&Library,87499.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,25.0,0
61,1,Bar,1.0,2.0,2.0,2.0,1.0,True,True,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,Education&Training&Library,87499.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,25.0,0
62,1,Restaurant(20-50),1.0,2.0,2.0,2.0,1.0,True,True,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,Education&Training&Library,87499.0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,15.0,0
63,0,Carry out & Take away,1.0,2.0,2.0,2.0,1.0,False,True,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,Education&Training&Library,87499.0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,5.0,1
64,1,Restaurant(<20),1.0,2.0,2.0,2.0,1.0,True,True,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,Education&Training&Library,87499.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,5.0,0
65,0,Coffee House,1.0,2.0,2.0,2.0,1.0,False,True,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,Education&Training&Library,87499.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,15.0,0
66,0,Restaurant(<20),2.0,1.0,2.0,1.0,2.0,True,True,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Student,24999.0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5.0,0
67,1,Coffee House,2.0,1.0,2.0,1.0,2.0,False,True,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Student,24999.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,5.0,0
68,1,Bar,2.0,1.0,2.0,1.0,2.0,True,True,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Student,24999.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,5.0,0
69,1,Carry out & Take away,2.0,1.0,2.0,1.0,2.0,False,True,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Student,24999.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,15.0,0
70,1,Coffee House,2.0,1.0,2.0,1.0,2.0,True,True,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Student,24999.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,5.0,0
71,1,Coffee House,2.0,1.0,2.0,1.0,2.0,False,True,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Student,24999.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,15.0,0
72,1,Coffee House,2.0,1.0,2.0,1.0,2.0,True,True,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Student,24999.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,15.0,0
73,1,Restaurant(<20),2.0,1.0,2.0,1.0,2.0,True,True,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Student,24999.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,15.0,0
74,1,Coffee House,2.0,1.0,2.0,1.0,2.0,False,True,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Student,24999.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,5.0,0
75,1,Restaurant(<20),2.0,1.0,2.0,1.0,2.0,False,True,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Student,24999.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,15.0,0
76,1,Coffee House,2.0,1.0,2.0,1.0,2.0,False,True,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Student,24999.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,5.0,0
77,1,Carry out & Take away,2.0,1.0,2.0,1.0,2.0,True,True,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Student,24999.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,15.0,0
78,1,Coffee House,2.0,1.0,2.0,1.0,2.0,False,True,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Student,24999.0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,5.0,0
79,1,Bar,2.0,1.0,2.0,1.0,2.0,True,True,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Student,24999.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,5.0,1
80,1,Restaurant(20-50),2.0,1.0,2.0,1.0,2.0,True,True,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Student,24999.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,15.0,0
81,1,Coffee House,2.0,1.0,2.0,1.0,2.0,False,True,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Student,24999.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,5.0,0
82,1,Coffee House,2.0,1.0,2.0,1.0,2.0,False,True,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Student,24999.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,25.0,0
83,0,Bar,2.0,1.0,2.0,1.0,2.0,True,True,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Student,24999.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,25.0,0
84,1,Restaurant(20-50),2.0,1.0,2.0,1.0,2.0,True,True,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Student,24999.0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,15.0,0
85,1,Carry out & Take away,2.0,1.0,2.0,1.0,2.0,False,True,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Student,24999.0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,5.0,1
86,1,Restaurant(<20),2.0,1.0,2.0,1.0,2.0,True,True,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Student,24999.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,5.0,0
87,1,Coffee House,2.0,1.0,2.0,1.0,2.0,False,True,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Student,24999.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,15.0,0
88,1,Restaurant(<20),2.0,4.0,3.0,2.0,1.0,True,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Student,62499.0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,5.0,0
89,1,Coffee House,2.0,4.0,3.0,2.0,1.0,False,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Student,62499.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,5.0,0
90,1,Bar,2.0,4.0,3.0,2.0,1.0,True,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Student,62499.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,5.0,0
91,0,Carry out & Take away,2.0,4.0,3.0,2.0,1.0,False,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Student,62499.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,15.0,0
92,1,Coffee House,2.0,4.0,3.0,2.0,1.0,True,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Student,62499.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,5.0,0
93,0,Coffee House,2.0,4.0,3.0,2.0,1.0,False,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Student,62499.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,15.0,0
94,1,Coffee House,2.0,4.0,3.0,2.0,1.0,True,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Student,62499.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,15.0,0
95,1,Restaurant(<20),2.0,4.0,3.0,2.0,1.0,True,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Student,62499.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,15.0,0
96,0,Coffee House,2.0,4.0,3.0,2.0,1.0,False,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Student,62499.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,5.0,0
97,0,Restaurant(<20),2.0,4.0,3.0,2.0,1.0,False,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Student,62499.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,15.0,0
98,0,Coffee House,2.0,4.0,3.0,2.0,1.0,False,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Student,62499.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,5.0,0
99,1,Carry out & Take away,2.0,4.0,3.0,2.0,1.0,True,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Student,62499.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,15.0,0
100,0,Coffee House,2.0,4.0,3.0,2.0,1.0,False,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Student,62499.0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,5.0,0
101,1,Bar,2.0,4.0,3.0,2.0,1.0,True,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Student,62499.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,5.0,1
102,0,Restaurant(20-50),2.0,4.0,3.0,2.0,1.0,True,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Student,62499.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,15.0,0
103,0,Coffee House,2.0,4.0,3.0,2.0,1.0,False,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Student,62499.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,5.0,0
104,1,Coffee House,2.0,4.0,3.0,2.0,1.0,False,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Student,62499.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,25.0,0
